Municipio;latitude;longitude
BRASILIA;-7793135,383;-17590105,57
BRASILIA;-7812586,431;-17631654,35
BRASILIA;-7832037,479;-17673203,13
BRASILIA;-7851488,527;-17714751,91
BRASILIA;-7870939,575;-17756300,69
BRASILIA;-7890390,623;-17797849,47
BRASILIA;-7909841,671;-17839398,25
BRASILIA;-7929292,719;-17880947,03
BRASILIA;-7948743,768;-17922495,81
BRASILIA;-7968194,816;-17964044,59
BRASILIA;-7987645,864;-18005593,37
BRASILIA;-8007096,912;-18047142,15
BRASILIA;latitude;longitude
BRASILIA;-8026547,96;-18088690,94
BRASILIA;-8045999,008;-18130239,72
BRASILIA;-8065450,056;-18171788,5
BRASILIA;-8084901,104;-18213337,28
BRASILIA;-8104352,152;-18254886,06
BRASILIA;-8123803,2;-18296434,84
BRASILIA;-8143254,248;-18337983,62
BRASILIA;-8162705,296;-18379532,4
BRASILIA;-8182156,344;-18421081,18
BRASILIA;-8201607,392;-18462629,96
BRASILIA;-8221058,44;-18504178,74
BRASILIA;-8240509,488;-18545727,52
BRASILIA;-8259960,536;-18587276,3
BRASILIA;-8279411,584;-18628825,08
BRASILIA;-8298862,632;-18670373,86
BRASILIA;-8318313,681;-18711922,64
BRASILIA;-8337764,729;-18753471,42
BRASILIA;-8357215,777;-18795020,2
BRASILIA;-8376666,825;-18836568,98
BRASILIA;-8396117,873;-18878117,77
BRASILIA;-8415568,921;-18919666,55
BRASILIA;latitude;longitude
BRASILIA;-8435019,969;-18961215,33
BRASILIA;-8454471,017;-19002764,11
BRASILIA;-8473922,065;-19044312,89
BRASILIA;-8493373,113;-19085861,67
BRASILIA;-8512824,161;-19127410,45
BRASILIA;-8532275,209;-19168959,23
BRASILIA;-8551726,257;-19210508,01
BRASILIA;-8571177,305;-19252056,79
BRASILIA;-8590628,353;-19293605,57
BRASILIA;-8610079,401;-19335154,35
BRASILIA;-8629530,449;-19376703,13
BRASILIA;-8648981,497;-19418251,91
BRASILIA;-8668432,545;-19459800,69
BRASILIA;-8687883,594;-19501349,47
BRASILIA;-8707334,642;-19542898,25
BRASILIA;-8726785,69;-19584447,03
BRASILIA;-8746236,738;-19625995,81
BRASILIA;-8765687,786;-19667544,6
BRASILIA;-8785138,834;-19709093,38
BRASILIA;-8804589,882;-19750642,16
BRASILIA;-8824040,93;-19792190,94
BRASILIA;latitude;longitude
BRASILIA;-8843491,978;-19833739,72
BRASILIA;-8862943,026;-19875288,5
BRASILIA;-8882394,074;-19916837,28
BRASILIA;-8901845,122;-19958386,06
BRASILIA;-8921296,17;-19999934,84
BRASILIA;-8940747,218;-20041483,62
BRASILIA;-8960198,266;-20083032,4
BRASILIA;-8979649,314;-20124581,18
BRASILIA;-8999100,362;-20166129,96
BRASILIA;-9018551,41;-20207678,74
BRASILIA;-9038002,458;-20249227,52
BRASILIA;-9057453,506;-20290776,3
BRASILIA;-9076904,555;-20332325,08
BRASILIA;-9096355,603;-20373873,86
BRASILIA;-9115806,651;-20415422,64
BRASILIA;-9135257,699;-20456971,43
BRASILIA;-9154708,747;-20498520,21
BRASILIA;-9174159,795;-20540068,99
BRASILIA;-9193610,843;-20581617,77
BRASILIA;-9213061,891;-20623166,55
BRASILIA;-9232512,939;-20664715,33
BRASILIA;latitude;longitude
BRASILIA;-9251963,987;-20706264,11
BRASILIA;-9271415,035;-20747812,89
BRASILIA;-9290866,083;-20789361,67
BRASILIA;-9310317,131;-20830910,45
BRASILIA;-9329768,179;-20872459,23
BRASILIA;-9349219,227;-20914008,01
BRASILIA;-9368670,275;-20955556,79
BRASILIA;-9388121,323;-20997105,57
BRASILIA;-9407572,371;-21038654,35
BRASILIA;-9427023,419;-21080203,13
BRASILIA;-9446474,468;-21121751,91
BRASILIA;-9465925,516;-21163300,69
BRASILIA;-9485376,564;-21204849,47
BRASILIA;-9504827,612;-21246398,25
BRASILIA;-9524278,66;-21287947,04
BRASILIA;-9543729,708;-21329495,82
BRASILIA;-9563180,756;-21371044,6
BRASILIA;-9582631,804;-21412593,38
BRASILIA;-9602082,852;-21454142,16
BRASILIA;-9621533,9;-21495690,94
BRASILIA;-9640984,948;-21537239,72
BRASILIA;latitude;longitude
BRASILIA;-9660435,996;-21578788,5
BRASILIA;-9679887,044;-21620337,28
BRASILIA;-9699338,092;-21661886,06
BRASILIA;-9718789,14;-21703434,84
BRASILIA;-9738240,188;-21744983,62
BRASILIA;-9757691,236;-21786532,4
BRASILIA;-9777142,284;-21828081,18
BRASILIA;-9796593,332;-21869629,96
BRASILIA;-9816044,381;-21911178,74
BRASILIA;-9835495,429;-21952727,52
BRASILIA;-9854946,477;-21994276,3
BRASILIA;-9874397,525;-22035825,08
BRASILIA;-9893848,573;-22077373,87
BRASILIA;-9913299,621;-22118922,65
BRASILIA;-9932750,669;-22160471,43
BRASILIA;-9952201,717;-22202020,21
BRASILIA;-9971652,765;-22243568,99
BRASILIA;-9991103,813;-22285117,77
BRASILIA;-10010554,86;-22326666,55
BRASILIA;-10030005,91;-22368215,33
BRASILIA;-10049456,96;-22409764,11
BRASILIA;latitude;longitude
BRASILIA;-10068908,01;-22451312,89
BRASILIA;-10088359,05;-22492861,67
BRASILIA;-10107810,1;-22534410,45
BRASILIA;-10127261,15;-22575959,23
BRASILIA;-10146712,2;-22617508,01
BRASILIA;-10166163,25;-22659056,79
BRASILIA;-10185614,29;-22700605,57
BRASILIA;-10205065,34;-22742154,35
BRASILIA;-10224516,39;-22783703,13
BRASILIA;-10243967,44;-22825251,91
BRASILIA;-10263418,49;-22866800,7
BRASILIA;-10282869,53;-22908349,48
BRASILIA;-10302320,58;-22949898,26
BRASILIA;-10321771,63;-22991447,04
BRASILIA;-10341222,68;-23032995,82
BRASILIA;-10360673,73;-23074544,6
BRASILIA;-10380124,77;-23116093,38
BRASILIA;-10399575,82;-23157642,16
BRASILIA;-10419026,87;-23199190,94
BRASILIA;-10438477,92;-23240739,72
BRASILIA;-10457928,97;-23282288,5
BRASILIA;latitude;longitude
BRASILIA;-10477380,01;-23323837,28
BRASILIA;-10496831,06;-23365386,06
BRASILIA;-10516282,11;-23406934,84
BRASILIA;-10535733,16;-23448483,62
BRASILIA;-10555184,21;-23490032,4
BRASILIA;-10574635,25;-23531581,18
BRASILIA;-10594086,3;-23573129,96
BRASILIA;-10613537,35;-23614678,74
BRASILIA;-10632988,4;-23656227,53
BRASILIA;-10652439,45;-23697776,31
BRASILIA;-10671890,49;-23739325,09
BRASILIA;-10691341,54;-23780873,87
BRASILIA;-10710792,59;-23822422,65
BRASILIA;-10730243,64;-23863971,43
BRASILIA;-10749694,69;-23905520,21
BRASILIA;-10769145,74;-23947068,99
BRASILIA;-10788596,78;-23988617,77
BRASILIA;-10808047,83;-24030166,55
BRASILIA;-10827498,88;-24071715,33
BRASILIA;-10846949,93;-24113264,11
BRASILIA;-10866400,98;-24154812,89
BRASILIA;latitude;longitude
BRASILIA;-10885852,02;-24196361,67
BRASILIA;-10905303,07;-24237910,45
BRASILIA;-10924754,12;-24279459,23
BRASILIA;-10944205,17;-24321008,01
BRASILIA;-10963656,22;-24362556,79
BRASILIA;-10983107,26;-24404105,57
BRASILIA;-11002558,31;-24445654,35
BRASILIA;-11022009,36;-24487203,14
BRASILIA;-11041460,41;-24528751,92
BRASILIA;-11060911,46;-24570300,7
BRASILIA;-11080362,5;-24611849,48
BRASILIA;-11099813,55;-24653398,26
BRASILIA;-11119264,6;-24694947,04
BRASILIA;-11138715,65;-24736495,82
BRASILIA;-11158166,7;-24778044,6
BRASILIA;-11177617,74;-24819593,38
BRASILIA;-11197068,79;-24861142,16
BRASILIA;-11216519,84;-24902690,94
BRASILIA;-11235970,89;-24944239,72
BRASILIA;-11255421,94;-24985788,5
BRASILIA;-11274872,98;-25027337,28
BRASILIA;latitude;longitude
BRASILIA;-11294324,03;-25068886,06
BRASILIA;-11313775,08;-25110434,84
BRASILIA;-11333226,13;-25151983,62
BRASILIA;-11352677,18;-25193532,4
BRASILIA;-11372128,22;-25235081,18
BRASILIA;-11391579,27;-25276629,97
BRASILIA;-11411030,32;-25318178,75
BRASILIA;-11430481,37;-25359727,53
BRASILIA;-11449932,42;-25401276,31
BRASILIA;-11469383,46;-25442825,09
BRASILIA;-11488834,51;-25484373,87
BRASILIA;-11508285,56;-25525922,65
BRASILIA;-11527736,61;-25567471,43
BRASILIA;-11547187,66;-25609020,21
BRASILIA;-11566638,71;-25650568,99
BRASILIA;-11586089,75;-25692117,77
BRASILIA;-11605540,8;-25733666,55
BRASILIA;-11624991,85;-25775215,33
BRASILIA;-11644442,9;-25816764,11
BRASILIA;-11663893,95;-25858312,89
BRASILIA;-11683344,99;-25899861,67
BRASILIA;latitude;longitude
BRASILIA;-11702796,04;-25941410,45
BRASILIA;-11722247,09;-25982959,23
BRASILIA;-11741698,14;-26024508,01
BRASILIA;-11761149,19;-26066056,8
BRASILIA;-11780600,23;-26107605,58
BRASILIA;-11800051,28;-26149154,36
BRASILIA;-11819502,33;-26190703,14
BRASILIA;-11838953,38;-26232251,92
BRASILIA;-11858404,43;-26273800,7
BRASILIA;-11877855,47;-26315349,48
BRASILIA;-11897306,52;-26356898,26
BRASILIA;-11916757,57;-26398447,04
BRASILIA;-11936208,62;-26439995,82
BRASILIA;-11955659,67;-26481544,6
BRASILIA;-11975110,71;-26523093,38
BRASILIA;-11994561,76;-26564642,16
BRASILIA;-12014012,81;-26606190,94
BRASILIA;-12033463,86;-26647739,72
BRASILIA;-12052914,91;-26689288,5
BRASILIA;-12072365,95;-26730837,28
BRASILIA;-12091817;-26772386,06
BRASILIA;latitude;longitude
BRASILIA;-12111268,05;-26813934,84
BRASILIA;-12130719,1;-26855483,63
BRASILIA;-12150170,15;-26897032,41
BRASILIA;-12169621,19;-26938581,19
BRASILIA;-12189072,24;-26980129,97
BRASILIA;-12208523,29;-27021678,75
BRASILIA;-12227974,34;-27063227,53
BRASILIA;-12247425,39;-27104776,31
BRASILIA;-12266876,44;-27146325,09
BRASILIA;-12286327,48;-27187873,87
BRASILIA;-12305778,53;-27229422,65
BRASILIA;-12325229,58;-27270971,43
BRASILIA;-12344680,63;-27312520,21
BRASILIA;-12364131,68;-27354068,99
BRASILIA;-12383582,72;-27395617,77
BRASILIA;-12403033,77;-27437166,55
BRASILIA;-12422484,82;-27478715,33
BRASILIA;-12441935,87;-27520264,11
BRASILIA;-12461386,92;-27561812,89
BRASILIA;-12480837,96;-27603361,67
BRASILIA;-12500289,01;-27644910,45
BRASILIA;latitude;longitude
BRASILIA;-12519740,06;-27686459,24
BRASILIA;-12539191,11;-27728008,02
BRASILIA;-12558642,16;-27769556,8
BRASILIA;-12578093,2;-27811105,58
BRASILIA;-12597544,25;-27852654,36
BRASILIA;-12616995,3;-27894203,14
BRASILIA;-12636446,35;-27935751,92
BRASILIA;-12655897,4;-27977300,7
BRASILIA;-12675348,44;-28018849,48
BRASILIA;-12694799,49;-28060398,26
BRASILIA;-12714250,54;-28101947,04
BRASILIA;-12733701,59;-28143495,82
BRASILIA;-12753152,64;-28185044,6
BRASILIA;-12772603,68;-28226593,38
BRASILIA;-12792054,73;-28268142,16
BRASILIA;-12811505,78;-28309690,94
BRASILIA;-12830956,83;-28351239,72
BRASILIA;-12850407,88;-28392788,5
BRASILIA;-12869858,92;-28434337,28
BRASILIA;-12889309,97;-28475886,07
BRASILIA;-12908761,02;-28517434,85
BRASILIA;latitude;longitude
BRASILIA;-12928212,07;-28558983,63
BRASILIA;-12947663,12;-28600532,41
BRASILIA;-12967114,16;-28642081,19
BRASILIA;-12986565,21;-28683629,97
BRASILIA;-13006016,26;-28725178,75
BRASILIA;-13025467,31;-28766727,53
BRASILIA;-13044918,36;-28808276,31
BRASILIA;-13064369,41;-28849825,09
BRASILIA;-13083820,45;-28891373,87
BRASILIA;-13103271,5;-28932922,65
BRASILIA;-13122722,55;-28974471,43
BRASILIA;-13142173,6;-29016020,21
BRASILIA;-13161624,65;-29057568,99
BRASILIA;-13181075,69;-29099117,77
BRASILIA;-13200526,74;-29140666,55
BRASILIA;-13219977,79;-29182215,33
BRASILIA;-13239428,84;-29223764,11
BRASILIA;-13258879,89;-29265312,9
BRASILIA;-13278330,93;-29306861,68
BRASILIA;-13297781,98;-29348410,46
BRASILIA;-13317233,03;-29389959,24
BRASILIA;latitude;longitude
BRASILIA;-13336684,08;-29431508,02
BRASILIA;-13356135,13;-29473056,8
BRASILIA;-13375586,17;-29514605,58
BRASILIA;-13395037,22;-29556154,36
BRASILIA;-13414488,27;-29597703,14
BRASILIA;-13433939,32;-29639251,92
BRASILIA;-13453390,37;-29680800,7
BRASILIA;-13472841,41;-29722349,48
BRASILIA;-13492292,46;-29763898,26
BRASILIA;-13511743,51;-29805447,04
BRASILIA;-13531194,56;-29846995,82
BRASILIA;-13550645,61;-29888544,6
BRASILIA;-13570096,65;-29930093,38
BRASILIA;-13589547,7;-29971642,16
BRASILIA;-13608998,75;-30013190,94
BRASILIA;-13628449,8;-30054739,73
BRASILIA;-13647900,85;-30096288,51
BRASILIA;-13667351,89;-30137837,29
